Registro_ANS;CNPJ;Razao_Social;Nome_Fantasia;Modalidade
420981;2,71131E+13;S1 OPERADORA DE PLANO DE SAÚDE LTDA;S1 SAÚDE;Medicina de Grupo
418439;1,44529E+13;SAFE LIFE ADMINISTRADORA DE BENEFÍCIOS LTDA;;Administradora de Benefícios
423815;5,12128E+13;SAGRADA SAÚDE ASSISTÊNCIA MÉDICA LTDA;PLANO SAGRADA SAUDE;Medicina de Grupo
419567;1,96638E+13;SALUPLAN ADMINISTRADORA DE BENEFÍCIOS LTDA;SALUPLAN ADMINISTRADORA DE BENEFÍCIOS LTDA;Administradora de Benefícios
422746;4,00388E+13;SALUSMED OPERADORA DE PLANOS DE SAUDE LTDA;;Medicina de Grupo
422860;4,1398E+13;SALUTY ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios
415901;4,13699E+13;SAME-SERVIÇO DE ASSISTÊNCIA MÉDICA EMPRESARIAL LTDA.;SAME;Medicina de Grupo
335614;3,14669E+13;SAMEDIL SERVIÇOS DE ATENDIMENTO MÉDICO S/A;MEDSENIOR;Medicina de Grupo
367095;8,45371E+13;SAMEL PLANO DE SAÚDE LTDA;SAMEL;Medicina de Grupo
422398;3,65677E+13;SAMI ASSISTÊNCIA MÉDICA LTDA;;Medicina de Grupo
340162;4,24256E+13;SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA DO GOVERNADOR LTDA;SAMIG SAÚDE ;Medicina de Grupo
343676;3,37212E+13;SAMOC S.A. - SOCIEDADE ASSISTENCIAL MÉDICA E ODONTO CIRÚRGICA;SAMOC;Medicina de Grupo
342033;2,40328E+12;SAMP ESPIRITO SANTO ASSISTENCIA MEDICA SA;SAMP;Medicina de Grupo
408522;2,47291E+13;SANTA CASA DA MISERICÓRDIA DE SÃO JOÃO DEL REI;SASC SANTA CASA DE SAÚDE COMPLEMENTAR;Filantropia
421197;8,22595E+12;SANTA CASA DE MAUÁ SAÚDE;SANTA CASA DE MAUÁ SAÚDE;Medicina de Grupo
345091;5,98492E+13;SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA;SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA;Filantropia
353264;5,99015E+13;SANTA CASA DE MISERICORDIA DE SÃO JOSÉ DO RIO PARDO - HOSPITAL SÃO VICENTE;SANTA CASA DE MISERICORDIA DE SÃO JOSÉ DO RIO PARDO - HOSPITAL S;Filantropia
342807;2,15757E+13;SANTA CASA DE MISERICÓRDIA DE JUIZ DE FORA;SANTA CASA DE MISERICÓRDIA DE JUIZ DE FORA;Filantropia
306045;7,25476E+13;SANTA CASA DE MISERICÓRDIA DE TUPÃ;PLANO SANTA CASA SAUDE DE TUPÃ;Filantropia
330116;7,29578E+13;SANTA CASA DE MISERICÓRDIA DE VOTUPORANGA;SANSAÚDE;Filantropia
344915;4,4946E+13;SANTA CASA DE MISERICÓRDIA E ASILO DOS POBRES DE BATATAIS;SANTA CASA SAÚDE;Filantropia
422762;5,59905E+13;SANTA CASA DE MISERICÓRDIA E BENEFICÊNCIA PORTUGUESA;;Filantropia
420085;2,30539E+13;SANTA CASA DE SAÚDE - SCS;SCS;Medicina de Grupo
355097;4,32936E+13;SANTA HELENA ASSISTÊNCIA MÉDICA S/A.;SANTA HELENA SAÚDE;Medicina de Grupo
400190;2,28284E+12;SANTO ANDRÉ PLANOS DE ASSISTENCIA MÉDICA LTDA.;MEDICAL HEALTH;Medicina de Grupo
421758;3,2207E+13;SANUS PLANOS ODONTOLÓGICOS LTDA;SANUS PLANOS ODONTOLÓGICOS ;Administradora de Benefícios
423106;4,00373E+13;SAUDE INTEGRAL ASSISTENCIA MEDICA LTDA;;Medicina de Grupo
409243;3,42493E+12;SAUDE PAS - MEDICINA E ODONTO;SAUDE PAS;Autogestão
424145;5,46988E+13;SAUDE VIVA ADMINISTRADORA DE BENEFICIOS LTDA;SAUDE VIVA ADM;Administradora de Benefícios
423645;4,94815E+13;SAUDIA ASSISTENCIA MÉDICA LTDA;NEXASAUDE;Medicina de Grupo
421154;2,86334E+13;SAÚDE BRASIL ASSISTÊNCIA MÉDICA LTDA.;SAÚDE BRASIL;Medicina de Grupo
414310;4,85981E+12;SAÚDE BRB - CAIXA DE ASSISTÊNCIA ;SAÚDE BRB;Autogestão
423394;2,11644E+13;SAÚDE PLENA ADMINISTRADORA DE BENEFÍCIOS LTDA;;Administradora de Benefícios
414930;5,02906E+12;SAÚDE SANTA TEREZA LTDA.;;Medicina de Grupo
412058;3,97759E+12;SBC SAÚDE LTDA.;SBC SAÚDE ;Medicina de Grupo
421634;2,89538E+13;SD-M OPERADORA DE PLANOS DE SAUDE LTDA;;Medicina de Grupo
358053;3,70354E+13;SELECT OPERADORA DE PLANO DE SAUDE LTDA;SELECT;Medicina de Grupo
414654;4,22224E+12;SEMPRE ODONTO PLANOS ODONTOLOGICOS LTDA;SEMPRE ODONTO;Odontologia de Grupo
407224;3,21936E+12;SEPACO SAÚDE LTDA;SEPACO SAUDE;Medicina de Grupo
303739;6,49241E+13;SERMED-SAÚDE LTDA.;;Medicina de Grupo
424188;5,05653E+13;SERV  SOCIAL AUTÔNOMO DE ASSIST À SAÚDE DOS SERV PÚBLICOS E MILITARES DE GOIÁS;IPASGO SAÚDE;Autogestão
414701;5,77498E+12;SERVDONTO - PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA;SERVDONTO;Odontologia de Grupo
417602;1,04959E+13;SERVIX ADMINISTRADORA DE BENEFÍCIOS LTDA;SERVIX;Administradora de Benefícios
324710;2,42248E+12;SERVIÇO DE ASSISTÊNCIA ODONTOLÓGICA SOCIAL LTDA.;SAOS;Odontologia de Grupo
345474;3,36831E+13;SERVIÇO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO);SERPRO;Autogestão
420077;6,09614E+13;SERVIÇO SOCIAL DA INDÚSTRIA DO PAPEL, PAPELÃO E CORTIÇA DO ESTADO DE SÃO PAULO - SEPACO;SEPACO;Autogestão
423874;5,01569E+13;SF SAÚDE ODONTOMAIS ASSISTÊNCIA ODONTOLÓGICA LTDA;SF SAÚDE ODONTOMAIS;Odontologia de Grupo
422371;2,7534E+12;SF SISTEMAS DE SAÚDE LTDA;;Medicina de Grupo
356476;7,98316E+13;SIM - CAIXA DE ASSISTÊNCIA À SAÚDE;SIM;Autogestão
422738;3,92411E+13;SIMPLES VR SAÚDE LTDA;SIMPLES VR SAÚDE LTDA;Medicina de Grupo
361011;3,6577E+12;SINDIFISCO NACIONAL - SINDICATO NACIONAL DOS AUDITORES-FISCAIS DA RECEITA FEDERAL DO BRASIL;SINDIFISCO NACIONAL;Autogestão
344095;1,94279E+12;SISDENTE - SISTEMA INTEGRADO DE SAÚDE DENTAL LTDA.;SISDENTE;Odontologia de Grupo
423556;4,51828E+13;SISO PLANO ODONTOLOGICO LTDA;;Odontologia de Grupo
418790;1,14854E+13;SISTEMA 1 SERVIÇOS DE ASSISTÊNCIA À SAÚDE SUPLEMENTAR;ONEPLAN PLANOS ODONTOLÓGICOS;Odontologia de Grupo
403865;2,6352E+12;SISTEMA INTEGRADO DE SAUDE ORAL LTDA-EPP;PLANIDENTE;Odontologia de Grupo
333239;1,67201E+12;SISTEMA PREVSAUDE DENTAL LTDA;PREVTOP;Odontologia de Grupo
402001;5,34546E+13;SISTEMA TOTAL DE SAÚDE LTDA.;STSAUDE - SISTEMA TOTAL DE SAUDE;Medicina de Grupo
352586;2,85202E+12;SISTEMAS E PLANOS DE SAÚDE LTDA.;SISTEMAS;Medicina de Grupo
402095;6,44977E+11;SITO - SISTEMA INTEGRADO DE TRATAMENTO ODONTOLÓGICO LTDA;DENT SYSTEM;Odontologia de Grupo
420051;1,90319E+13;SMART CARE SISTEMAS MÉDICOS E ODONTOLÓGICOS LTDA.;SMARTCARE ODONTOLOGIA;Odontologia de Grupo
423947;5,00688E+13;SMILES ODONTO LTDA.;;Odontologia de Grupo
326500;5,07391E+13;SOBAM CENTRO MÉDICO HOSPITALAR S.A.;SOBAM CENTRO MÉDICO HOSPITALAR S.A.;Medicina de Grupo
415898;8,05682E+12;SOCIEDADE BENECAP DE ASSISTÊNCIA À SAÚDE;BENECAP SAUDE;Medicina de Grupo
413721;1,66088E+13;SOCIEDADE BENEFICENTE DEZOITO DE JULHO;SOCIEDADE BENEFICENTE DEZOITO DE JULHO;Medicina de Grupo
411809;3,62739E+12;SOCIEDADE DE ASSISTÊNCIA MÉDICA - SAMEISA;SAMEISA ;Autogestão
413941;4,06781E+12;SOCIEDADE DE ASSISTÊNCIA ODONTOLOGICA DE GRUPO/RN - DENTAL MED CENTER/RN;DENTAL MED CENTER;Odontologia de Grupo
413372;9,22191E+13;SOCIEDADE PORTUGUESA DE BENEFICÊNCIA;SAUDE MAIOR;Filantropia
416410;9,74038E+13;SOCIODONTO PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA;ODONTOPLAN BH;Odontologia de Grupo
423068;4,25249E+13;SOLIDUS ADMINISTRADORA DE BENEFICIOS E SOLUCOES EM SAUDE LTDA;SOLIDUS ADMINISTRADORA DE BENEFICIOS;Administradora de Benefícios
415871;7,38628E+13;SOLIMEO ASSISTÊNCIA ODONTOLÓGICA LTDA.;SOLIDENTE;Odontologia de Grupo
422291;2,53084E+13;SOLUTIONS ADMINISTRADORA DE BENEFICIOS LTDA;SOLUTIONS ADMINISTRADORA;Administradora de Benefícios
424293;5,82802E+13;SOLUÇÃO ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios
424153;5,46566E+13;SOMA ADMINISTRADORA DE BENEFICIOS LTDA ;SOMA ADMINISTRADORA ;Administradora de Benefícios
403245;8,94553E+13;SOPREVI SERVIÇO ODONTOLÓGICO PREVENTIVO INTEGRADO LTDA;SOPREVI SAÚDE BUCAL;Odontologia de Grupo
419524;1,93041E+13;SORRIDEN CONVÊNIOS ODONTOLÓGICOS S.A.;SORRIDEN;Odontologia de Grupo
421472;2,88621E+13;SORRISO STUDIO PLANO DE SAUDE LTDA;SORRISO STUDIO;Odontologia de Grupo
423289;4,5645E+13;SPECIAL CARE PLANOS ODONTOLOGICOS LTDA;SPECIAL CARE PLANOS ODONTOLOGICOS;Odontologia de Grupo
6246;1,68505E+12;SUL AMERICA COMPANHIA DE SEGURO SAÚDE;;Seguradora Especializada em Saúde
417815;1,19731E+13;SUL AMÉRICA ODONTOLÓGICO S/A;;Odontologia de Grupo
477;4,71845E+13;SUL AMÉRICA SEGURADORA DE SAÚDE S.A.;;Seguradora Especializada em Saúde
416428;2,8666E+12;SUL AMÉRICA SERVIÇOS DE SAÚDE S.A.;;Medicina de Grupo
423718;4,97927E+13;SUL DO PARÁ LTDA;SUL DO PARÁ;Medicina de Grupo
338346;9,07479E+13;SULMED - ASSISTÊNCIA MÉDICA LTDA;SULMED;Medicina de Grupo
421405;3,04894E+13;SUPERMED ADMINISTRADORA DE BENEFÍCIOS LTDA.;;Administradora de Benefícios
319180;6,36975E+11;SÃO DOMINGOS SAÚDE- ASSISTÊNCIA MÉDICA  LTDA;SÃO DOMINGOS SAÚDE;Medicina de Grupo
403962;3,09823E+12;SÃO FRANCISCO ASSISTÊNCIA MÉDICA LTDA;HGU SAÚDE;Medicina de Grupo
344362;9,65097E+13;SÃO LUCAS SAÚDE S/A;HAPVIDA NOTREDAME SAO PAULO;Medicina de Grupo
421740;3,09517E+13;TECBEN ADMINISTRADORA DE BENEFICIOS LTDA.;;Administradora de Benefícios
316849;4,24653E+13;TELOS - FUNDAÇÃO EMBRATEL DE SEGURIDADE SOCIAL;TELOS - FUNDAÇÃO EMBRATEL DE SEGURIDADE SOCIAL;Autogestão
422771;4,14325E+13;TEMPO MED PLANO DE SAUDE LTDA;TEMPO MED;Medicina de Grupo
412759;3,77315E+12;TERRAMAR ADMINISTRADORA DE PLANO DE SAUDE LTDA;NORDESTE SAÚDE EMPRESARIAL;Medicina de Grupo
416193;7,89801E+12;TOP DOCTOR'S ODONTOLOGIA LTDA;;Odontologia de Grupo
417114;1,03609E+13;TOPDONTO OPERADORA DE PLANO ODONTOLÓGICO LTDA;TOPDONTO;Odontologia de Grupo
423548;4,30797E+13;TOTAL ASSISTÊNCIA MÉDICA HOSPITALAR LTDA;AURA SAÚDE;Medicina de Grupo
423017;4,22095E+13;TOTAL SAUDE  ADMINISTRADORA DE BENEFICIOS EIRELI;;Administradora de Benefícios
422827;3,70203E+13;TRINO - ALIANCA FILANTRÓPICA DE ASSISTÊNCIA E INTEGRAÇÃO PARA O DESENVOLVIMENTO DA SAUDE;TRINO;Medicina de Grupo
412252;4,00222E+12;TUIUIU ADMINISTRADORES DE PLANO DE SAUDE LTDA;TUIUIU ADM. DE PLANO DE SAUDE LTDA;Medicina de Grupo
418528;1,51561E+13;UNIBEN ADMINISTRADORA DE BENEFÍCIOS LTDA;UNIBEN ADMINISTRADORA DE BENEFÍCIOS;Administradora de Benefícios
420107;2,42774E+13;UNICONSULT - ADMINISTRADORA DE BENEFICIOS E SERVICOS LTDA;;Administradora de Benefícios
423041;4,275E+13;UNICOR ADMINISTRADORA DE BENEFICIOS LTDA;UNICOR BENEFICIOS;Administradora de Benefícios
401072;2,88945E+12;UNIDENTAL- COOPERATIVA UNIÃO DOS DENTISTAS DO ESTADO DO CEARÁ;UNIDENTAL;Cooperativa odontológica
413429;4,22299E+12;UNIDENTIS ASSISTENCIA ODONTOLOGICA LTDA.;UNIDENTIS ASSISTÊNCIA ODONTOLÓGICA LTDA;Odontologia de Grupo
404942;7,17142E+11;UNIFICAÇÃO DOS DENTISTAS DE ITUVERAVA LTDA;SORRISO UNIDENT;Odontologia de Grupo
385255;1,4452E+12;UNIHOSP SAÚDE LTDA;UNIHOSP;Medicina de Grupo
306398;8,73004E+13;UNIMED - COOPERATIVA DE SERVIÇOS DE SAÚDE DOS VALES DO TAQUARI E RIO PARDO LTDA.;;Cooperativa Médica
313955;7,10867E+13;UNIMED ALEM PARAIBA COOPERATIVA DE TRABALHO MEDICO LTDA;UNIMED ALÉM PARAIBA;Cooperativa Médica
354996;4,29461E+13;UNIMED ALFENAS COOPERATIVA DE TRABALHO MEDICO;UNIMED ALFENAS;Cooperativa Médica
324159;5,72149E+13;UNIMED ALTA MOGIANA COOPERATIVA DE TRABALHO MÉDICO;UNIMED ALTA MOGIANA;Cooperativa Médica
343684;8,87323E+13;UNIMED ALTO DA SERRA - SOCIEDADE COOPERATIVA DE SERVIÇO MÉDICO LTDA.;UNIMED ALTO DA SERRA;Cooperativa Médica
352519;7,22342E+13;UNIMED ALTO JACUÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA;UNIMED ALTO JACUÍ;Cooperativa Médica
341819;7,63923E+11;UNIMED ALTO PARANAIBA COOPERATIVA DE TRABALHO MEDICO;UNIMED ALTO PARANAIBA;Cooperativa Médica
348261;4,28894E+13;UNIMED ALTO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO;UNIMED ALTO SÃO FRANCISCO;Cooperativa Médica
372561;3,81694E+11;UNIMED ALTO VALE - COOPERATIVA DE TRABALHO MÉDICO;UNIMED ALTO VALE;Cooperativa Médica
345598;6,54223E+13;UNIMED AMPARO COOPERATIVA DE TRABALHO MÉDICO;UNIMED AMPARO;Cooperativa Médica
348082;5,40124E+13;UNIMED ANHANGUERA COOPERATIVA DE TRABALHO MÉDICO;UNIMED ANHANGUERA COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica
312347;2,66292E+13;UNIMED ANÁPOLIS COOPERATIVA DE TRABALHO MÉDICO.;UNIMED ANÁPOLIS;Cooperativa Médica
358096;8,10645E+13;UNIMED APUCARANA COOPERATIVA DE TRABALHO MÉDICO;UNIMED APUCARANA;Cooperativa Médica
354325;2,09093E+13;UNIMED ARAGUARI COOPERATIVA DE TRABALHO MÉDICO ;UNIMED ARAGUARI;Cooperativa Médica
335215;1,11826E+11;UNIMED ARARUAMA COOPERATIVA DE TRABALHO MÉDICO LTDA;UNIMED ARARUAMA COOPERATIVA DE TRABALHO MÉDICO LTDA.;Cooperativa Médica
331651;2,59104E+13;UNIMED ARAXÁ COOPERATIVA DE TRABALHO MÉDICO LTDA.;UNIMED ARAXÁ;Cooperativa Médica
309087;2,58109E+13;UNIMED BARBACENA - COOPERATIVA DE TRABALHO MÉDICO LTDA;UNIMED BARBACENA;Cooperativa Médica
304468;3,74369E+13;UNIMED BARRA DO GARÇAS - COOPERATIVA DE TRABALHO MÉDICO;UNIMED ARAGUAIA;Cooperativa Médica
343889;1,65132E+13;UNIMED BELO HORIZONTE COOPERATIVA DE TRABALHO MÉDICO;UNIMED BH;Cooperativa Médica
303976;4,20137E+12;UNIMED BELÉM COOPERATIVA DE TRABALHO MÉDICO;UNIMED BELÉM;Cooperativa Médica
334561;8,26248E+13;UNIMED BLUMENAU - COOPERATIVA DE TRABALHO MEDICO;UNIMED BLUMENAU;Cooperativa Médica
323357;2,76267E+13;UNIMED CABO FRIO COOPERATIVA TRABALHO MÉDICO LTDA.;UNIMED CABO FRIO;Cooperativa Médica
350346;1,14392E+12;UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO ;UNIMED CÁCERES;Cooperativa Médica
344141;2,31417E+12;UNIMED CAJAZEIRAS - SOCIEDADE COOPERATIVA DE TRABALHO MÉDICO;UNIMED CAJAZEIRAS - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica
343765;3,42481E+11;UNIMED CALDAS NOVAS - COOPERATIVA DE TRABALHO MEDICO;UNIMED DE CALDAS NOVAS;Cooperativa Médica
367397;8,70747E+12;UNIMED CAMPINA GRANDE - COOPERATIVA DE TRABALHO MEDICO LTDA;UNIMED CAMPINA GRANDE;Cooperativa Médica
335690;4,61246E+13;UNIMED CAMPINAS - COOPERATIVA DE TRABALHO MÉDICO;UNIMED CAMPINAS;Cooperativa Médica
367613;4,29392E+13;UNIMED CAMPO BELO- COOPERATIVA DE TRABALHO MÉDICO;UNIMED CAMPO BELO- COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica
312851;3,31592E+12;UNIMED CAMPO GRANDE MS COOPERATIVA DE TRABALHO MÉDICO;UNIMED CAMPO GRANDE;Cooperativa Médica
347736;2,63686E+13;UNIMED CARATINGA - COOPERATIVA DE TRABALHO MÉDICO LTDA;UNIMED CARATINGA - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica
340952;2,44492E+13;UNIMED CARUARU-COOPERATIVA DE TRABALHO MEDICO;UNIMED CARUARU;Cooperativa Médica
315648;6,43271E+13;UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA;UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA;Cooperativa Médica
346951;1,5699E+12;UNIMED CAÇADOR COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO DO CONTESTADO;UNIMED CAÇADOR;Cooperativa Médica
357138;1,60838E+12;UNIMED CENTRO OESTE PAULISTA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS;UNIMED CENTRO OESTE PAULISTA - FEDERACAO INTRAFEDERATIVA DAS COO;Cooperativa Médica
414573;3,23012E+12;UNIMED CENTRO PAULISTA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS;UNIMED CENTRO PAULISTA;Cooperativa Médica
347507;6,97509E+11;UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO;UNIMED JI PARANÁ;Cooperativa Médica
320897;3,92108E+13;UNIMED CENTRO SUL FLUMINENSE COOPERATIVA DE TRABALHO MÉDICO;UNIMED BARRA DO PIRAÍ;Cooperativa Médica
354295;8,52833E+13;UNIMED CHAPECÓ - COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO OESTE CATARINENSE;UNIMED CHAPECÓ;Cooperativa Médica
345709;2,18395E+13;UNIMED CONSELHEIRO LAFAIETE COOPERATIVA DE TRABALHO MÉDICO LTDA;UNIMED CONSELHEIRO LAFAIETE;Cooperativa Médica
324345;9,73885E+13;UNIMED COSTA DO DESCOBRIMENTO COOPERATIVA DE TRABALHO MÉDICO;UNIMED COSTA DO DESCOBRIMENTO;Cooperativa Médica
371106;7,89314E+13;UNIMED COSTA OESTE - COOPERATIVA DE TRABALHO MÉDICO;UNIMED COSTA OESTE;Cooperativa Médica
311146;3,6541E+13;UNIMED COSTA VERDE RJ;UNIMED COSTA VERDE;Cooperativa Médica
342084;3,53373E+12;UNIMED CUIABA COOPERATIVA DE TRABALHO MÉDICO;UNIMED CUIABÁ;Cooperativa Médica
304701;7,50558E+13;UNIMED CURITIBA - SOCIEDADE COOPERATIVA DE MÉDICOS;UNIMED CURITIBA - SOCIEDADE COOPERATIVA DE MÉDICOS;Cooperativa Médica
330108;2,61895E+13;UNIMED CURVELO COOPERATIVA DE TRABALHO MÉDICO LTDA.;UNIMED GERAIS DE MINAS;Cooperativa Médica
311944;2,62338E+11;UNIMED DE ADAMANTINA-COOPERATIVA DE TRABALHO MÉDICO;UNIMED DE ADAMANTINA;Cooperativa Médica
303844;2,68785E+12;UNIMED DE ANDRADINA - COOPERATIVA DE TRABALHO MÉDICO;UNIMED DE ANDRADINA COOPERATIVA DE TRABALHO MEDICO;Cooperativa Médica
369411;5,10932E+13;UNIMED DE ARACATUBA - COOPERATIVA DE TRABALHO MÉDICO;UNIMED DE ARACATUBA;Cooperativa Médica
364312;4,52724E+13;UNIMED DE ARARAQUARA - COOP. DE TRAB. MÉDICO;UNIMED DE ARARAQUARA;Cooperativa Médica
300713;5,49912E+13;UNIMED DE ASSIS COOPERATIVA DE TRABALHO MÉDICO;UNIMED DE ASSIS;Cooperativa Médica
304123;5,0368E+13;UNIMED DE AVARÉ COOPERATIVA DE TRABALHO MÉDICO;UNIMED DE AVARÉ;Cooperativa Médica
330264;2,92902E+13;UNIMED DE BARRA MANSA SOC. COOP. SERV.MED.E HOSPIT.;UNIMED DE BARRA MANSA;Cooperativa Médica
347108;7,19255E+13;UNIMED DE BARRETOS COOPERATIVA DE TRABALHO MÉDICO;UNIMED DE BARRETOS;Cooperativa Médica
313149;5,26571E+13;UNIMED DE BATATAIS - COOPERATIVA DE TRABALHO MÉDICO;UNIMED DE BATATAIS;Cooperativa Médica
369659;4,4456E+13;UNIMED DE BAURU COOPERATIVA DE TRABALHO MÉDICO;UNIMED BAURU;Cooperativa Médica
331341;6,06334E+13;UNIMED DE BEBEDOURO COOPERATIVA DE TRABALHO MÉDICO;UNIMED DE BEBEDOURO;Cooperativa Médica
345776;6,57328E+13;UNIMED DE BIRIGUI - COOPERATIVA DE TRABALHO MÉDICO;UNIMED DE BIRIGUI;Cooperativa Médica
304883;4,54259E+13;UNIMED DE BOTUCATU COOPERATIVA DE TRABALHO MÉDICO;UNIMED BOTUCATU;Cooperativa Médica
348244;1,55427E+12;UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO;UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica
352683;4,02942E+13;UNIMED DE CAMPOS COOPERATIVA DE TRABALHO MÉDICO;UNIMED DE CAMPOS;Cooperativa Médica
366340;5,94993E+13;UNIMED DE CAPIVARI -COOPERATIVA DE TRABALHO MÉDICO;UNIMED DE CAPIVARI;Cooperativa Médica
370070;8,117E+13;UNIMED DE CASCAVEL COOPERATIVA DE TRABALHO MÉDICO;UNIMED DE CASCAVEL;Cooperativa Médica
324566;1,19366E+12;UNIMED DE CATALÃO COOPERATIVA DE TRABALHO MÉDICO;UNIMED DE CATALÃO;Cooperativa Médica
351407;4,51184E+13;UNIMED DE CATANDUVA - COOPERATIVA DE TRABALHO MÉDICO;UNIMED CATANDUVA;Cooperativa Médica
334154;4,87214E+13;UNIMED DE CAÇAPAVA - COOPERATIVA DE TRABALHO MEDICO;UNIMED VALE NOVO PAULISTA ;Cooperativa Médica
354627;8,17331E+13;UNIMED DE CIANORTE - COOPERATIVA DE TRABALHO MEDICO ;UNIMED DE CIANORTE COOPERATIVA DE TRABALHO MEDICO LTDA;Cooperativa Médica
344788;2,01862E+12;UNIMED DE CORUMBA COOPERATIVA DE TRABALHO MÉDICO;UNIMED DE CORUMBÁ;Cooperativa Médica
329339;8,29967E+13;UNIMED DE CRICIÚMA COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO CARBONÍFERA;UNIMED CRICIÚMA;Cooperativa Médica
333662;1,5396E+13;UNIMED DE DOURADOS COOPERATIVA DE TRABALHO MÉDICO LTDA;UNIMED DE DOURADOS;Cooperativa Médica
314781;6,82045E+13;UNIMED DE DRACENA - COOPERATIVA DE TRABALHO MÉDICO;UNIMED DE DRACENA;Cooperativa Médica
326089;5,35357E+13;UNIMED DE FERNANDOPOLIS - COOPERATIVA DE TRABALHO MÉDICO;UNIMED DE FERNANDOPOLIS;Cooperativa Médica
317144;5,86828E+12;UNIMED DE FORTALEZA SOCIEDADE COOPERATIVA MÉDICA LTDA.;UNIMED DE FORTALEZA;Cooperativa Médica
355577;4,52071E+13;UNIMED DE GUARATINGUETA-COOPERATIVA DE TRABALHO MÉDICO;UNIMED DE GUARATINGUETÁ - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica
333051;7,44661E+13;UNIMED DE GUARULHOS COOPERATIVA DE TRABALHO MÉDICO;UNIMED DE GUARULHOS;Cooperativa Médica
365238;4,9487E+11;UNIMED DE IBITINGA COOPERATIVA DE TRABALHO MÉDICO;UNIMED DE IBITINGA;Cooperativa Médica
329886;7,2784E+13;UNIMED DE JABOTICABAL COOP. DE TRABALHO MÉDICO;UNIMED DE JABOTICABAL;Cooperativa Médica
334847;3,76528E+13;UNIMED DE JATAÍ COOPERATIVA DE TRABALHO MÉDICO LTDA.;UNIMED DE JATAÍ;Cooperativa Médica
321273;8,26023E+13;UNIMED DE JOINVILLE COOPERATIVA DE TRABALHO MÉDICO;UNIMED DE JOINVILLE;Cooperativa Médica
325031;6,74175E+13;UNIMED DE LENÇOIS PAULISTA - COOPERATIVA DE TRABALHO MÉDICO;UNIMED DE LENÇOIS PAULISTA;Cooperativa Médica
301574;5,0481E+13;UNIMED DE LIMEIRA COOPERATIVA DE TRABALHO MÉDICO;UNIMED LIMEIRA;Cooperativa Médica
354279;7,16957E+13;UNIMED DE LINS - COOPERATIVA DE TRABALHOS MÉDICOS;UNIMED DE LINS;Cooperativa Médica
343269;7,52222E+13;UNIMED DE LONDRINA COOPERATIVA DE TRABALHO MÉDICO;UNIMED DE LONDRINA;Cooperativa Médica
385620;4,87175E+13;UNIMED DE LORENA COOPERATIVA DE TRABALHO MÉDICO;;Cooperativa Médica
302953;3,58309E+13;UNIMED DE MACAÉ COOPERATIVA DE ASSISTÊNCIA À SAÚDE;UNIMED COSTA DO SOL;Cooperativa Médica
311961;4,61299E+12;UNIMED DE MANAUS COOP. DO TRABALHO MÉDICO LTDA;UNIMED DE MANAUS;Cooperativa Médica
336106;6,68729E+13;UNIMED DE MARILIA COOPERATIVA DE TRABALHO MÉDICO;UNIMED DE MARÍLIA;Cooperativa Médica
357715;3,78983E+13;UNIMED DE MINEIROS COOPERATIVA DE TRABALHO MÉDICO ;UNIMED DE MINEIROS;Cooperativa Médica
328308;5,52181E+11;UNIMED DE MOCOCA COOPERATIVA DE TRAB. MÉDICO;UNIMED DE MOCOCA;Cooperativa Médica
309524;6,75772E+13;UNIMED DE MONTE ALTO - COOPERATIVA DE TRABALHO MÉDICO;UNIMED DE MONTE ALTO;Cooperativa Médica
311294;5,14275E+13;UNIMED DE OURINHOS - COOPERATIVA DE TRABALHO MÉDICO;UNIMED DE OURINHOS;Cooperativa Médica
